diffresult,id,number,street,unit,lon,lat,city,postcode,region,accuracy
-,GAQLD720617969,17,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720617969,17,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_425726136,10,CAROONA ROAD,,137.67672614,-32.54137704,CULTANA,5700,SA,4
+,GASA_425726136,10,CAROONA ROAD,,137.67672614,-32.54137704,CULTANA,5601,SA,4
-,GAWA_148026383,8,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026383,8,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148025665,1D,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,6716,WA,4
+,GAWA_148025665,1D,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,,WA,4
-,GAWA_163247825,LOT 50,LANDOR-MOUNT AUGUSTUS ROAD,,116.93298260,-24.76221616,EAST LYONS RIVER,6705,WA,4
+,GAWA_163247825,LOT 50,LANDOR-MOUNT AUGUSTUS ROAD,,116.93298260,-24.76221616,EAST LYONS RIVER,,WA,4
-,GAQLD425798379,5809,SCRUBBY CREEK ROAD,,145.60310539,-25.43106293,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425798379,5809,SCRUBBY CREEK ROAD,,145.60310539,-25.43106293,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425251492,69,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251492,69,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_162695294,LOT 219,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695294,LOT 219,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148005929,15,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148005929,15,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAQLD719288837,795,AUBURN ROAD,,150.60270209,-26.66942365,RED HILL,4413,QLD,2
+,GAQLD719288837,795,AUBURN ROAD,,150.60270209,-26.66942365,RED HILL,4877,QLD,2
-,GAQLD720477461,105,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD720477461,105,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GANSW718466069,45A,TAYLOR STREET,,151.31255736,-33.48296542,WOY WOY BAY,2256,NSW,2
+,GANSW718466069,45A-A,TAYLOR STREET,,151.31255736,-33.48296542,WOY WOY BAY,2256,NSW,2
-,GANSW718459792,1A,HOPKIN PLACE,,151.35794899,-33.47167126,SARATOGA,2251,NSW,2
+,GANSW718459792,1A-A,HOPKIN PLACE,,151.35794899,-33.47167126,SARATOGA,2251,NSW,2
-,GANSW718567054,43A,STEYNE ROAD,UNIT 2,151.34898608,-33.47271107,SARATOGA,2251,NSW,2
+,GANSW718567054,43A-A,STEYNE ROAD,UNIT 2,151.34898608,-33.47271107,SARATOGA,2251,NSW,2
-,GAWA_161040876,8,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040876,8,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GANSW718457405,2A,DWYER AVENUE,,151.32416092,-33.49551753,WOY WOY,2256,NSW,2
+,GANSW718457405,2A-A,DWYER AVENUE,,151.32416092,-33.49551753,WOY WOY,2256,NSW,2
-,GAWA_148006303,1C,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,6716,WA,4
+,GAWA_148006303,1C,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,,WA,4
-,GANSW718454284,57A,AVOCA DRIVE,,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
+,GANSW718454284,57A-A,AVOCA DRIVE,,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
-,GANSW718454279,57A,AVOCA DRIVE,UNIT 1,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
+,GANSW718454279,57A-A,AVOCA DRIVE,UNIT 1,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
-,GANSW718454280,57A,AVOCA DRIVE,UNIT 2,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
+,GANSW718454280,57A-A,AVOCA DRIVE,UNIT 2,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
-,GANSW718454281,57A,AVOCA DRIVE,UNIT 3,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
+,GANSW718454281,57A-A,AVOCA DRIVE,UNIT 3,151.43609278,-33.47274751,AVOCA BEACH,2251,NSW,2
-,GANSW718453877,10A,ALBERT STREET,,151.34111840,-33.52235145,WAGSTAFFE,2257,NSW,2
+,GANSW718453877,10A-A,ALBERT STREET,,151.34111840,-33.52235145,WAGSTAFFE,2257,NSW,2
-,GAQLD719821723,83,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD719821723,83,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425144551,21,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144551,21,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GANSW721458163,700,VALLEY THREE ROAD,,150.42074772,-34.13893731,BELOON,2787,NSW,4
+,GANSW721458163,700,VALLEY THREE ROAD,,150.42074772,-34.13893731,BELOON,,NSW,4
-,GANT_721555049,6,MBITJANA STREET,,133.26586945,-22.12400228,NTURIYA,0872,NT,4
+,GANT_721555049,6,MBITJANA STREET,,133.26586945,-22.12400228,ANMATJERE,0872,NT,4
-,GANT_721555028,17,ANGERRAKW STREET,,134.68162804,-21.04972935,IMANGARA,0872,NT,4
+,GANT_721555028,17,ANGERRAKW STREET,,134.68162804,-21.04972935,DAVENPORT,0872,NT,4
-,GANT_721555075,19,COOK ROAD,,133.43164693,-22.20898613,PMARA JUTUNTA,0872,NT,4
+,GANT_721555075,19,COOK ROAD,,133.43164693,-22.20898613,ANMATJERE,0872,NT,4
-,GANT_721210089,LOT 12,SOOB ROAD,,131.17155336,-12.81707620,ACACIA LARRAKIA,0837,NT,4
+,GANT_721210089,LOT 12,SOOB ROAD,,131.17155336,-12.81707620,MANTON,0837,NT,4
-,GANT_721210114,LOT 17,FUSAN ROAD,,131.17337156,-12.81474254,ACACIA LARRAKIA,0837,NT,4
+,GANT_721210114,LOT 17,FUSAN ROAD,,131.17337156,-12.81474254,MANTON,0837,NT,4
-,GANT_721555034,2,GLENN STREET,,133.43126301,-22.20872193,PMARA JUTUNTA,0872,NT,4
+,GANT_721555034,2,GLENN STREET,,133.43126301,-22.20872193,ANMATJERE,0872,NT,4
-,GAVIC720316490,60,OLYMPIC BOULEVARD,OFFICE 7,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316490,60,OLYMPIC BOULEVARD,OFFICE 7,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423114028,65-67,QV URBAN MARKET,,144.97150601,-37.82505258,MELBOURNE,3000,VIC,4
+,GAVIC423114028,65-67,QV URBAN MARKET,,144.97150601,-37.82505258,MELBOURNE,3004,VIC,4
-,GAVIC720316826,60,OLYMPIC BOULEVARD,OFFICE 5,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316826,60,OLYMPIC BOULEVARD,OFFICE 5,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC720316637,60,OLYMPIC BOULEVARD,OFFICE 6,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316637,60,OLYMPIC BOULEVARD,OFFICE 6,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC424363473,112-158,OLYMPIC BOULEVARD,,144.98682383,-37.82458859,MELBOURNE,3004,VIC,2
+,GAVIC424363473,112-158,OLYMPIC BOULEVARD,,144.98682383,-37.82458859,MELBOURNE,3000,VIC,2
-,GAVIC720316894,60,OLYMPIC BOULEVARD,OFFICE 9,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316894,60,OLYMPIC BOULEVARD,OFFICE 9,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC720316506,60,OLYMPIC BOULEVARD,OFFICE 1,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316506,60,OLYMPIC BOULEVARD,OFFICE 1,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC720316544,60,OLYMPIC BOULEVARD,OFFICE 8,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316544,60,OLYMPIC BOULEVARD,OFFICE 8,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423890915,20,OLYMPIC BOULEVARD,,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC423890915,20,OLYMPIC BOULEVARD,,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423890917,30,OLYMPIC BOULEVARD,,144.98136776,-37.82405555,MELBOURNE,3004,VIC,2
+,GAVIC423890917,30,OLYMPIC BOULEVARD,,144.98136776,-37.82405555,MELBOURNE,3000,VIC,2
-,GAVIC720316052,60,OLYMPIC BOULEVARD,OFFICE 4,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316052,60,OLYMPIC BOULEVARD,OFFICE 4,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC720316712,60,OLYMPIC BOULEVARD,OFFICE 3,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316712,60,OLYMPIC BOULEVARD,OFFICE 3,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423890920,60,OLYMPIC BOULEVARD,,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC423890920,60,OLYMPIC BOULEVARD,,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423890913,10,OLYMPIC BOULEVARD,,144.97961305,-37.82375031,MELBOURNE,3004,VIC,2
+,GAVIC423890913,10,OLYMPIC BOULEVARD,,144.97961305,-37.82375031,MELBOURNE,3000,VIC,2
-,GAVIC423114027,61-63,QV URBAN MARKET,,144.97150601,-37.82505258,MELBOURNE,3000,VIC,4
+,GAVIC423114027,61-63,QV URBAN MARKET,,144.97150601,-37.82505258,MELBOURNE,3004,VIC,4
-,GAVIC721703245,981,PUNT ROAD,,144.98748499,-37.82650971,MELBOURNE,3004,VIC,3
+,GAVIC721703245,981,PUNT ROAD,,144.98748499,-37.82650971,MELBOURNE,3000,VIC,3
-,GAVIC720316154,60,OLYMPIC BOULEVARD,OFFICE 2,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316154,60,OLYMPIC BOULEVARD,OFFICE 2,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC720316896,60,OLYMPIC BOULEVARD,OFFICE 10,144.98373858,-37.82520401,MELBOURNE,3004,VIC,2
+,GAVIC720316896,60,OLYMPIC BOULEVARD,OFFICE 10,144.98373858,-37.82520401,MELBOURNE,3000,VIC,2
-,GAVIC423890916,2-100,OLYMPIC BOULEVARD,,144.98203840,-37.82397651,MELBOURNE,3004,VIC,2
+,GAVIC423890916,2-100,OLYMPIC BOULEVARD,,144.98203840,-37.82397651,MELBOURNE,3000,VIC,2
-,GAVIC423890912,102-110,OLYMPIC BOULEVARD,,144.98530825,-37.82438901,MELBOURNE,3004,VIC,2
+,GAVIC423890912,102-110,OLYMPIC BOULEVARD,,144.98530825,-37.82438901,MELBOURNE,3000,VIC,2
-,GAVIC423890921,90,OLYMPIC BOULEVARD,,144.98508549,-37.82543310,MELBOURNE,3004,VIC,2
+,GAVIC423890921,90,OLYMPIC BOULEVARD,,144.98508549,-37.82543310,MELBOURNE,3000,VIC,2
-,GAVIC721698204,31,QUEENS LANE,UNIT 1402,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721698204,31,QUEENS LANE,UNIT 1402,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721706429,31,QUEENS LANE,UNIT 102,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721706429,31,QUEENS LANE,UNIT 102,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721737759,24,LINLITHGOW AVENUE,,144.97209786,-37.82458937,MELBOURNE,3000,VIC,3
+,GAVIC721737759,24,LINLITHGOW AVENUE,,144.97209786,-37.82458937,MELBOURNE,3004,VIC,3
-,GAVIC721702019,31,QUEENS LANE,UNIT 1001,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721702019,31,QUEENS LANE,UNIT 1001,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721211109,117,DOMAIN STREET,,144.97856932,-37.83452309,MELBOURNE,3000,VIC,3
+,GAVIC721211109,117,DOMAIN STREET,,144.97856932,-37.83452309,MELBOURNE,3004,VIC,3
-,GAVIC721704123,31,QUEENS LANE,UNIT 703,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704123,31,QUEENS LANE,UNIT 703,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721704900,31,QUEENS LANE,UNIT 410,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704900,31,QUEENS LANE,UNIT 410,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721710399,31,QUEENS LANE,UNIT 203,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721710399,31,QUEENS LANE,UNIT 203,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC423572269,5-7,QV UPPER TERRACE,,144.97150601,-37.82505258,MELBOURNE,3000,VIC,4
+,GAVIC423572269,5-7,QV UPPER TERRACE,,144.97150601,-37.82505258,MELBOURNE,3004,VIC,4
-,GAVIC721709873,31,QUEENS LANE,UNIT 1102,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709873,31,QUEENS LANE,UNIT 1102,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721701218,31,QUEENS LANE,UNIT 806,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721701218,31,QUEENS LANE,UNIT 806,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721698980,31,QUEENS LANE,UNIT G1,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721698980,31,QUEENS LANE,UNIT G1,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721711806,31,QUEENS LANE,UNIT 105,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721711806,31,QUEENS LANE,UNIT 105,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721711300,31,QUEENS LANE,UNIT 408,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721711300,31,QUEENS LANE,UNIT 408,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721710922,31,QUEENS LANE,UNIT 308,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721710922,31,QUEENS LANE,UNIT 308,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721709380,31,QUEENS LANE,UNIT 202,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709380,31,QUEENS LANE,UNIT 202,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721697989,31,QUEENS LANE,UNIT 904,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721697989,31,QUEENS LANE,UNIT 904,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721703183,31,QUEENS LANE,UNIT 201,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721703183,31,QUEENS LANE,UNIT 201,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GANSW720547600,6,BADEN POWELL DRIVE,,150.82222416,-34.25076819,CATARACT,2560,NSW,4
+,GANSW720547600,6,BADEN POWELL DRIVE,,150.82222416,-34.25076819,CATARACT,,NSW,4
-,GAVIC721706195,31,QUEENS LANE,UNIT 708,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721706195,31,QUEENS LANE,UNIT 708,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721709735,31,QUEENS LANE,UNIT 508,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709735,31,QUEENS LANE,UNIT 508,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721704792,31,QUEENS LANE,UNIT 208,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704792,31,QUEENS LANE,UNIT 208,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721711351,31,QUEENS LANE,UNIT 501,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721711351,31,QUEENS LANE,UNIT 501,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721705028,31,QUEENS LANE,UNIT 804,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721705028,31,QUEENS LANE,UNIT 804,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721697583,31,QUEENS LANE,UNIT 1004,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721697583,31,QUEENS LANE,UNIT 1004,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721710880,31,QUEENS LANE,UNIT 604,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721710880,31,QUEENS LANE,UNIT 604,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721701882,31,QUEENS LANE,UNIT 803,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721701882,31,QUEENS LANE,UNIT 803,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721698962,31,QUEENS LANE,UNIT 108,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721698962,31,QUEENS LANE,UNIT 108,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721707179,31,QUEENS LANE,UNIT 1104,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721707179,31,QUEENS LANE,UNIT 1104,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721697392,31,QUEENS LANE,UNIT 109,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721697392,31,QUEENS LANE,UNIT 109,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721698121,31,QUEENS LANE,UNIT 103,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721698121,31,QUEENS LANE,UNIT 103,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721704785,31,QUEENS LANE,UNIT 608,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704785,31,QUEENS LANE,UNIT 608,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721701284,31,QUEENS LANE,UNIT 403,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721701284,31,QUEENS LANE,UNIT 403,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721702477,31,QUEENS LANE,UNIT 407,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721702477,31,QUEENS LANE,UNIT 407,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721699292,31,QUEENS LANE,UNIT 1005,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721699292,31,QUEENS LANE,UNIT 1005,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721739511,65,ANDERSON STREET,,144.98395874,-37.83202782,MELBOURNE,3000,VIC,3
+,GAVIC721739511,65,ANDERSON STREET,,144.98395874,-37.83202782,MELBOURNE,3004,VIC,3
-,GAVIC721698912,31,QUEENS LANE,UNIT 406,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721698912,31,QUEENS LANE,UNIT 406,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721712297,31,QUEENS LANE,UNIT 502,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721712297,31,QUEENS LANE,UNIT 502,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721705086,31,QUEENS LANE,UNIT 807,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721705086,31,QUEENS LANE,UNIT 807,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721704228,31,QUEENS LANE,UNIT 802,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704228,31,QUEENS LANE,UNIT 802,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721702102,31,QUEENS LANE,UNIT 206,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721702102,31,QUEENS LANE,UNIT 206,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721709428,31,QUEENS LANE,UNIT 702,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709428,31,QUEENS LANE,UNIT 702,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721712327,31,QUEENS LANE,UNIT 305,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721712327,31,QUEENS LANE,UNIT 305,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721708207,31,QUEENS LANE,UNIT 404,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721708207,31,QUEENS LANE,UNIT 404,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721699052,31,QUEENS LANE,UNIT 205,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721699052,31,QUEENS LANE,UNIT 205,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721704108,31,QUEENS LANE,UNIT 309,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721704108,31,QUEENS LANE,UNIT 309,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721708902,31,QUEENS LANE,UNIT 1302,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721708902,31,QUEENS LANE,UNIT 1302,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721710886,31,QUEENS LANE,UNIT 1002,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721710886,31,QUEENS LANE,UNIT 1002,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721708595,31,QUEENS LANE,UNIT 304,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721708595,31,QUEENS LANE,UNIT 304,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721699457,31,QUEENS LANE,UNIT 209,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721699457,31,QUEENS LANE,UNIT 209,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721712390,31,QUEENS LANE,UNIT 1103,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721712390,31,QUEENS LANE,UNIT 1103,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721707158,31,QUEENS LANE,UNIT 310,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721707158,31,QUEENS LANE,UNIT 310,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721705270,31,QUEENS LANE,UNIT 504,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721705270,31,QUEENS LANE,UNIT 504,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721709509,31,QUEENS LANE,UNIT 1205,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709509,31,QUEENS LANE,UNIT 1205,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GANSW718466502,6A,TULAMA ROAD,,151.30224425,-33.52404724,UMINA BEACH,2257,NSW,2
+,GANSW718466502,6A-A,TULAMA ROAD,,151.30224425,-33.52404724,UMINA BEACH,2257,NSW,2
-,GAVIC721708663,31,QUEENS LANE,UNIT 903,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721708663,31,QUEENS LANE,UNIT 903,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721700326,31,QUEENS LANE,UNIT 210,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721700326,31,QUEENS LANE,UNIT 210,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721699626,31,QUEENS LANE,UNIT 107,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721699626,31,QUEENS LANE,UNIT 107,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721741566,1A,ALEXANDRA AVENUE,,144.97939676,-37.82719969,MELBOURNE,3000,VIC,3
+,GAVIC721741566,1A,ALEXANDRA AVENUE,,144.97939676,-37.82719969,MELBOURNE,3004,VIC,3
-,GAVIC721703377,31,QUEENS LANE,UNIT 801,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721703377,31,QUEENS LANE,UNIT 801,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721709544,31,QUEENS LANE,UNIT 707,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721709544,31,QUEENS LANE,UNIT 707,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721700077,31,QUEENS LANE,UNIT 1204,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721700077,31,QUEENS LANE,UNIT 1204,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721735570,149,ANDERSON STREET,,144.98464672,-37.82855886,MELBOURNE,3000,VIC,3
+,GAVIC721735570,149,ANDERSON STREET,,144.98464672,-37.82855886,MELBOURNE,3004,VIC,3
-,GAVIC721705519,31,QUEENS LANE,UNIT 506,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721705519,31,QUEENS LANE,UNIT 506,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721706442,31,QUEENS LANE,UNIT 704,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
+,GAVIC721706442,31,QUEENS LANE,UNIT 704,144.97586415,-37.84307868,MELBOURNE,3004,VIC,2
-,GAVIC721708829,1,ANZAC AVENUE,,144.97174021,-37.82986764,MELBOURNE,3000,VIC,2
+,GAVIC721708829,1,ANZAC AVENUE,,144.97174021,-37.82986764,MELBOURNE,3004,VIC,2
-,GAVIC721712157,31,QUEENS LANE,UNIT 605,144.97586415,-37.84307868,MELBOURNE,3000,VIC,2
